Expander Agent	https://arax.ncats.io/beta/api/rtxkg2/v1.2/meta_knowledge_graph	biolink:MicroRNA	biolink:entity_negatively_regulates_entity	biolink:Transcript	infores:rtx-kg2	biolink:knowledge_source
Expander Agent	https://arax.ncats.io/beta/api/rtxkg2/v1.2/meta_knowledge_graph	biolink:MicroRNA	biolink:entity_negatively_regulates_entity	biolink:Transcript	infores:rtx-kg2	biolink:aggregator_knowledge_source
urce
