subject,object,provided_by,predicate,api_name,api_id
GrossAnatomicalStructure,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cell,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cell,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Publication,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Cell,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Protein,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Event,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,CellLine,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Behavior,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,BiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,EnvironmentalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,EnvironmentalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,EnvironmentalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,EnvironmentalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,EnvironmentalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,IndividualOrganism,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,PopulationOfIndividualOrganisms,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Food,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
